Case.Number,Time,Date,Location,Accident.Type,Tickets
B9-013284,2019-02-14T12:37:00Z,2019-02-14T06:00:00Z,VINE at N COTNER,NA,B9-013284
B9-013291,2019-02-14T00:00:00Z,2019-02-14T06:00:00Z,5020 N 27 bet PARKING LOT and HYVEE,H&R,NA
B9-013294,2019-02-14T13:22:00Z,2019-02-14T06:00:00Z,S 91 at ANDERMATT DR,NA,B9-013294
B9-013297,2019-02-14T13:32:00Z,2019-02-14T06:00:00Z,W ST / N 26TH ST ; FACING SB,No report,NA
B9-013299,2019-02-14T13:50:00Z,2019-02-14T06:00:00Z,O bet 68 and 70,NA,B9-013299
B9-013315,2019-02-14T15:11:00Z,2019-02-14T06:00:00Z,SALT CREEK RDWY at N ANTELOPE VALL,NA,B9-013315
B9-013321,2019-02-14T00:00:00Z,2019-02-14T06:00:00Z,R bet N 27 and N 28,H&R,NA
B9-013322,2019-02-14T15:23:00Z,2019-02-14T06:00:00Z,S 48 at NORMAL,NA,NA
B9-013329,2019-02-14T15:46:00Z,2019-02-14T06:00:00Z,CORNHUSKER HWY / N 1ST ST,No report,NA
B9-013339,2019-02-14T15:54:00Z,2019-02-14T06:00:00Z,S 70 bet S WEDGEWOOD and TETON,NA,B9-013339
B9-013345,2019-02-14T16:05:00Z,2019-02-14T06:00:00Z,S 70 bet S WEDGEWOOD and TETON,NA,B9-013345
B9-013373,2019-02-14T17:04:00Z,2019-02-14T06:00:00Z,N 41 at ORCHARD,NA,B9-013373
B9-013375,2019-02-14T17:00:00Z,2019-02-14T06:00:00Z,P bet N 10 and N 11,NA,NA
B9-013379,2019-02-14T00:00:00Z,2019-02-14T06:00:00Z,F bet S 12 and S 13,H&R,NA
B9-013396,2019-02-14T18:30:00Z,2019-02-14T06:00:00Z,N 84 at HOLDREGE,INJURY,B9-013396
B9-013404,2019-02-14T18:45:00Z,2019-02-14T06:00:00Z,S 27 bet F and RANDOLPH,INJURY,B9-013404
B9-013417,2019-02-14T19:50:00Z,2019-02-14T06:00:00Z,P bet N 13 and N 14,H&R,B9-013417
B9-013423,2019-02-14T19:48:00Z,2019-02-14T06:00:00Z,HUNTINGTON bet N 47 and N 48,NA,B9-013423
B9-013431,2019-02-14T20:37:00Z,2019-02-14T06:00:00Z,N 84 bet BLUE SKY and SUNRIDGE,NA,B9-013431
B9-013434,2019-02-14T00:00:00Z,2019-02-14T06:00:00Z,3054 R ST at PARKING LOT,H&R,NA
B9-013449,2019-02-14T21:25:00Z,2019-02-14T06:00:00Z,N 13 at P,NA,B9-013449
B9-013456,2019-02-14T21:50:00Z,2019-02-14T06:00:00Z,S 54 bet ELKCREST and OLD LODGE,H&R,NA
B9-013462,2019-02-14T22:54:00Z,2019-02-14T06:00:00Z,N 70 bet LYNN and W,NA,B9-013462
B9-013478,2019-02-14T23:46:00Z,2019-02-14T06:00:00Z,DEETER FOUNDRY @5945 N 70TH ST,No report,NA
B9-013523,2019-02-15T06:45:00Z,2019-02-15T06:00:00Z,NW 38 at AIR PARK RD,INJURY,NA
B9-013528,2019-02-15T08:09:00Z,2019-02-15T06:00:00Z,VAN DORN ST / S 20TH ST,No report,NA
B9-013539,2019-02-15T00:00:00Z,2019-02-15T06:00:00Z,MEREDETH bet S 48 and S 49,NA,NA
B9-013545,2019-02-15T09:10:00Z,2019-02-15T06:00:00Z,S 84 at NEBR HWY,NA,B9-013545
B9-013547,2019-02-15T09:23:00Z,2019-02-15T06:00:00Z,"VILLA APTS, BLDG C @2701 N 70TH ST",No report,NA
B9-013549,2019-02-15T09:24:00Z,2019-02-15T06:00:00Z,4601 LINDEN ST,No report,NA
B9-013552,2019-02-15T09:40:00Z,2019-02-15T06:00:00Z,S ANTELOPE VALL at L,NA,B9-013552
B9-013553,2019-02-15T09:40:00Z,2019-02-15T06:00:00Z,NW 12 at W CORNHUSKER,NA,B9-013553
B9-013554,2019-02-15T10:01:00Z,2019-02-15T06:00:00Z,CORNHUSKER bet HAVELOCK and HWY 77,NA,NA
B9-013557,2019-02-15T10:08:00Z,2019-02-15T06:00:00Z,O ST / N 10TH ST ; JE,No report,NA
B9-013562,2019-02-15T10:25:00Z,2019-02-15T06:00:00Z,SUPERIOR bet N 56 and CORNHUSKER,NA,NA
B9-013563,2019-02-15T10:36:00Z,2019-02-15T06:00:00Z,I 80 bet W CORNHUSKER and I 80,INJURY,B9-013563
B9-013564,2019-02-15T10:30:00Z,2019-02-15T06:00:00Z,S 84 bet MANDARIN and PIONEERS,NA,B9-013564
B9-013567,2019-02-15T09:40:00Z,2019-02-15T06:00:00Z,HWY 34 at W FLETCHER,NA,B9-013567
B9-013572,2019-02-15T11:12:00Z,2019-02-15T06:00:00Z,N 27 at VINE,NA,B9-013572
B9-013575,2019-02-15T11:20:00Z,2019-02-15T06:00:00Z,80 / 77 ; OFF RAMP ONTO 77 SB,No report,NA
B9-013582,2019-02-15T11:40:00Z,2019-02-15T06:00:00Z,S 14 bet K and LINCOLN MALL,NA,NA
B9-013584,2019-02-15T11:50:00Z,2019-02-15T06:00:00Z,S 56 bet OLD CHENEY and NEBR HWY,NA,B9-013584
B9-013585,2019-02-15T12:02:00Z,2019-02-15T06:00:00Z,OLD CHENEY bet HICKORY CREST and S 70,NA,B9-013585
B9-013592,2019-02-15T12:15:00Z,2019-02-15T06:00:00Z,NW 48 bet W HOLDREGE and I 80,NA,B9-013592
B9-013593,2019-02-15T12:15:00Z,2019-02-15T06:00:00Z,N 27 at KENSINGTON,NA,B9-013593
B9-013595,2019-02-15T11:50:00Z,2019-02-15T06:00:00Z,CORNHUSKER bet N 35 and N 40,INJURY,NA
B9-013604,2019-02-15T12:59:00Z,2019-02-15T06:00:00Z,S 14 bet NEBR HWY and PIONEERS,NA,B9-013604
B9-013612,2019-02-15T13:01:00Z,2019-02-15T06:00:00Z,S 14 at K,NA,NA
B9-013618,2019-02-15T13:25:00Z,2019-02-15T06:00:00Z,S 84 at NEBR HWY,INJURY,B9-013618
B9-013619,2019-02-15T13:30:00Z,2019-02-15T06:00:00Z,N 70 bet HOLDREGE and STARR,NA,B9-013619
B9-013622,2019-02-15T13:43:00Z,2019-02-15T06:00:00Z,EAST HIGH SCHOOL @1000 S 70TH ST,No report,NA
B9-013632,2019-02-15T14:25:00Z,2019-02-15T06:00:00Z,CORNHUSKER bet N 27 and STATE FAIR PARK,NA,B9-013632
B9-013636,2019-02-15T14:26:00Z,2019-02-15T06:00:00Z,S 84 bet CHESTNUT and O,NA,B9-013636
B9-013645,2019-02-15T14:40:00Z,2019-02-15T06:00:00Z,S 27 bet NEBR HWY and WOODS BLVD,NA,B9-013645
B9-013646,2019-02-15T14:45:00Z,2019-02-15T06:00:00Z,SAUNDERS at N ANTELOPE VALL,NA,B9-013646
B9-013647,2019-02-15T14:55:00Z,2019-02-15T06:00:00Z,N 60 at MADISON,NA,B9-013647
B9-013649,2019-02-15T15:04:00Z,2019-02-15T06:00:00Z,HARWOOD ST / S 22ND ST ; NEC,No report,NA
B9-013654,2019-02-15T15:11:00Z,2019-02-15T06:00:00Z,N 17 bet R and VINE,NA,B9-013654
B9-013656,2019-02-15T15:17:00Z,2019-02-15T06:00:00Z,CORNHUSKER HWY / N 27TH ST,No report,NA
B9-013659,2019-02-15T15:17:00Z,2019-02-15T06:00:00Z,S 13 bet G and H,NA,B9-013659
B9-013663,2019-02-15T15:27:00Z,2019-02-15T06:00:00Z,S 17 bet LAKE and PERKINS,INJURY,NA
B9-013672,2019-02-15T15:50:00Z,2019-02-15T06:00:00Z,KNOX bet N 63 and N 64,NA,B9-013672
B9-013676,2019-02-15T15:54:00Z,2019-02-15T06:00:00Z,O ST / N 16TH ST ; IN INTERSECTION WB,No report,NA
B9-013678,2019-02-15T16:00:00Z,2019-02-15T06:00:00Z,N 70 bet O and P,INJURY,B9-013678
B9-013679,2019-02-15T16:05:00Z,2019-02-15T06:00:00Z,S 56 bet GLADE and NEWTON,NA,B9-013679
B9-013685,2019-02-15T16:15:00Z,2019-02-15T06:00:00Z,S 70 at NEBR HWY,INJURY,B9-013685
B9-013698,2019-02-15T16:55:00Z,2019-02-15T06:00:00Z,S 26 bet N and O,NA,B9-013698
B9-013705,2019-02-15T16:15:00Z,2019-02-15T06:00:00Z,VALLEY bet BRYSON and S 48,NA,NA
B9-013708,2019-02-15T17:00:00Z,2019-02-15T06:00:00Z,at UNKNOWN,NA,NA
B9-013710,2019-02-15T17:25:00Z,2019-02-15T06:00:00Z,N 27 bet SUPERIOR and KING LN,NA,NA
B9-013715,2019-02-15T17:37:00Z,2019-02-15T06:00:00Z,S 27 at JAMIE LN,NA,B9-013715
B9-013716,2019-02-15T17:30:00Z,2019-02-15T06:00:00Z,S 29 at M,NA,NA
B9-013725,2019-02-15T17:55:00Z,2019-02-15T06:00:00Z,N 33 bet SUPERIOR and SCHWORER DR,NA,NA
B9-013726,2019-02-15T17:59:00Z,2019-02-15T06:00:00Z,NORTHWOODS DR / LEIGHTON AVE,No report,NA
B9-013729,2019-02-15T18:07:00Z,2019-02-15T06:00:00Z,S 44 at HIGH,NA,B9-013729
B9-013742,2019-02-15T19:02:00Z,2019-02-15T06:00:00Z,YANKEE HILL bet S 27 and S 30,H&R,NA
B9-013743,2019-02-15T18:55:00Z,2019-02-15T06:00:00Z,RENTWORTH DR bet S 48 and S 49,NA,B9-013743
B9-013751,2019-02-15T19:46:00Z,2019-02-15T06:00:00Z,2207 SW 13TH ST,No report,NA
B9-013757,2019-02-15T20:06:00Z,2019-02-15T06:00:00Z,S 28 at J,NA,B9-013757
B9-013764,2019-02-15T22:23:00Z,2019-02-15T06:00:00Z,WOODSDALE bet S 24 and VAN DORN,No report,NA
B9-013781,2019-02-15T21:15:00Z,2019-02-15T06:00:00Z,PINE LAKE bet RIDGE RD and S 27,NA,B9-013781
B9-013791,2019-02-15T22:13:00Z,2019-02-15T06:00:00Z,N 56 bet DEWEESE and HOLDREGE,INJURY,B9-013791
B9-013794,2019-02-15T22:23:00Z,2019-02-15T06:00:00Z,WOODSDALE bet S 24 and VAN DORN,NA,B9-013794
B9-013816,2019-02-16T00:32:00Z,2019-02-16T06:00:00Z,S 27 at OLD CHENEY,H&R,NA
B9-013829,2019-02-16T01:30:00Z,2019-02-16T06:00:00Z,S 45 bet FRANKLIN and SUMNER,NA,B9-013829
B9-013864,2019-02-16T06:41:00Z,2019-02-16T06:00:00Z,S 84 at OLD CHENEY,NA,B9-013864
B9-013868,2019-02-16T07:20:00Z,2019-02-16T06:00:00Z,SUPERIOR bet I 180 and I 180,NA,NA
B9-013870,2019-02-16T07:32:00Z,2019-02-16T06:00:00Z,VEYANCE TECHNOLOGIES @4021 N 56TH ST,NA,NA
B9-013872,2019-02-16T07:55:00Z,2019-02-16T06:00:00Z,I 180 bet CORNHUSKER and R,NA,B9-013872
B9-013875,2019-02-16T07:55:00Z,2019-02-16T06:00:00Z,N 27 bet CLEVELAND and THERESA,INJURY,B9-013875
B9-013876,2019-02-16T08:04:00Z,2019-02-16T06:00:00Z,S 11 at G,NA,B9-013876
B9-013883,2019-02-16T09:07:00Z,2019-02-16T06:00:00Z,TIPPERARY bet CANTERBURY and S 27,H&R,NA
B9-013884,2019-02-16T09:34:00Z,2019-02-16T06:00:00Z,N 49 at MADISON,NA,B9-013884
B9-013886,2019-02-16T09:46:00Z,2019-02-16T06:00:00Z,FOLKWAYS bet ENTERPRISE and N 27,NA,B9-013886
B9-013890,2019-02-16T17:35:00Z,2019-02-16T06:00:00Z,OLD CHENEY bet S 14 and S 16,INJURY,NA
B9-013891,2019-02-16T10:03:00Z,2019-02-16T06:00:00Z,FLETCHER AVE / N 27TH ST,No report,NA
B9-013903,2019-02-16T11:10:00Z,2019-02-16T06:00:00Z,N 42 at Y,INJURY,B9-013903
B9-013908,2019-02-16T11:22:00Z,2019-02-16T06:00:00Z,N 60 bet HAVELOCK and PLATTE,H&R,NA
B9-013912,2019-02-16T11:48:00Z,2019-02-16T06:00:00Z,SKYLINE VIEW APTS @1430 OLD FARM RD,No report,NA
B9-013914,2019-02-16T11:56:00Z,2019-02-16T06:00:00Z,OREGON bet NW 3 and SANTE FE,NA,B9-013914
B9-013915,2019-02-16T12:23:00Z,2019-02-16T06:00:00Z,S 16 at K,INJURY,B9-013915
B9-013916,2019-02-16T12:28:00Z,2019-02-16T06:00:00Z,S 27 at N,NA,B9-013916
B9-013919,2019-02-16T12:30:00Z,2019-02-16T06:00:00Z,S 53 at M,NA,NA
B9-013922,2019-02-16T12:45:00Z,2019-02-16T06:00:00Z,G bet S 10 and S 11,NA,B9-013922
B9-013924,2019-02-16T13:01:00Z,2019-02-16T06:00:00Z,920 ROSE ST,No report,NA
B9-013931,2019-02-16T13:49:00Z,2019-02-16T06:00:00Z,N 40 bet COLFAX and FREMONT,INJURY,B9-013931
B9-013935,2019-02-16T14:32:00Z,2019-02-16T06:00:00Z,O bet COTNER and LYNCREST,NA,B9-013935
B9-013937,2019-02-16T14:39:00Z,2019-02-16T06:00:00Z,S 17 at K,INJURY,B9-013937
B9-013944,2019-02-16T15:00:00Z,2019-02-16T06:00:00Z,N 66 at FREMONT,NA,B9-013944
B9-013947,2019-02-16T15:22:00Z,2019-02-16T06:00:00Z,N 23 at P,INJURY,B9-013947
B9-013963,2019-02-16T00:00:00Z,2019-02-16T06:00:00Z,5430 RED ROCK LN at PARKING LOT,H&R,NA
B9-013964,2019-02-16T16:36:00Z,2019-02-16T06:00:00Z,N 66 at FREMONT,NA,B9-013964
B9-013987,2019-02-16T18:11:00Z,2019-02-16T06:00:00Z,FOLKWAYS BLVD / N 27TH ST,No report,NA
B9-013990,2019-02-16T00:00:00Z,2019-02-16T06:00:00Z,S 27 bet LAREDO and RIDGELINE,NA,B9-013990
B9-013996,2019-02-16T18:33:00Z,2019-02-16T06:00:00Z,P at CENTENNIAL MALL,NA,B9-013996
B9-013997,2019-02-16T18:30:00Z,2019-02-16T06:00:00Z,N 14 at SUPERIOR,H&R,NA
B9-013998,2019-02-16T18:23:00Z,2019-02-16T06:00:00Z,S 56 bet OLD CHENEY and NEBR HWY,NA,B9-013998
B9-014000,2019-02-16T18:37:00Z,2019-02-16T06:00:00Z,A ST / S 16TH ST,No report,NA
B9-014002,2019-02-16T18:54:00Z,2019-02-16T06:00:00Z,OLD CHENEY bet WARLICK and S 14,NA,B9-014002
B9-014003,2019-02-16T18:56:00Z,2019-02-16T06:00:00Z,S 27 bet ROYAL and WOODSDALE,H&R,NA
B9-014004,2019-02-16T18:40:00Z,2019-02-16T06:00:00Z,NEBR HWY bet OLD CHENEY and S 56,H&R,NA
B9-014017,2019-02-16T20:00:00Z,2019-02-16T06:00:00Z,at 1010 S 39,NA,B9-014017
B9-014020,2019-02-16T20:11:00Z,2019-02-16T06:00:00Z,at TICONDEROGA,H&R,NA
B9-014041,2019-02-16T00:00:00Z,2019-02-16T06:00:00Z,S 9 at K,H&R,NA
B9-014046,2019-02-16T21:40:00Z,2019-02-16T06:00:00Z,W PARTRIDGE bet W SPARROW and NW 50,NA,B9-014046
B9-014052,2019-02-16T21:50:00Z,2019-02-16T06:00:00Z,CORNHUSKER bet I 180 and N 1,NA,B9-014052
B9-014064,2019-02-16T22:00:00Z,2019-02-16T06:00:00Z,R bet N 30 and N 31,H&R,NA
B9-014077,2019-02-17T00:03:00Z,2019-02-17T06:00:00Z,NEBR HWY bet S 40 and S 48,NA,NA
B9-014104,2019-02-17T02:48:00Z,2019-02-17T06:00:00Z,F ST / S 17TH ST ; EB,NA,NA
B9-014115,2019-02-17T03:29:00Z,2019-02-17T06:00:00Z,NORMAL at SOUTH,INJURY,B9-014115
B9-014131,2019-02-17T07:05:00Z,2019-02-17T06:00:00Z,SUPERIOR bet I 180 and N 7,NA,B9-014131
B9-014133,2019-02-17T00:00:00Z,2019-02-17T06:00:00Z,N 27 bet CENTER and THERESA/OVERPASS,H&R,NA
B9-014137,2019-02-17T08:20:00Z,2019-02-17T06:00:00Z,S 9 bet D and E,NA,B9-014137
B9-014138,2019-02-17T08:20:00Z,2019-02-17T06:00:00Z,NEBR HWY bet OLD CHENEY and S 56,NA,B9-014138
B9-014150,2019-02-17T09:24:00Z,2019-02-17T06:00:00Z,N 1 bet CORNHUSKER and SAUNDERS,NA,B9-014150
B9-014151,2019-02-17T04:45:00Z,2019-02-17T06:00:00Z,N 27 at VINE,H&R,NA
B9-014152,2019-02-17T09:32:00Z,2019-02-17T06:00:00Z,S 40 at SOUTH,NA,B9-014152
B9-014153,2019-02-17T09:55:00Z,2019-02-17T06:00:00Z,N 25 at P,NA,B9-014153
B9-014154,2019-02-17T00:00:00Z,2019-02-17T06:00:00Z,N 13 bet PETUNIA LN and HUMPHREY,H&R,NA
B9-014164,2019-02-17T10:30:00Z,2019-02-17T06:00:00Z,S 16 bet ROSELYN and SOUTH,NA,B9-014164
B9-014168,2019-02-17T03:00:00Z,2019-02-17T06:00:00Z,W DILIN at W CUMING,H&R,NA
B9-014173,2019-02-17T10:30:00Z,2019-02-17T06:00:00Z,S 84 bet ROCKLEDGE and VAN DORN,NA,B9-014173
B9-014179,2019-02-17T11:20:00Z,2019-02-17T06:00:00Z,VINE bet EL AVADO and SANTA MONICA,NA,NA
B9-014195,2019-02-17T00:00:00Z,2019-02-17T06:00:00Z,MORTON bet N 12 and N 13,H&R,NA
B9-014199,2019-02-17T12:50:00Z,2019-02-17T06:00:00Z,S 84 at NEBR HWY,NA,B9-014199
B9-014201,2019-02-17T12:57:00Z,2019-02-17T06:00:00Z,SUPERIOR bet N 40 and N 44,INJURY,B9-014201
B9-014220,2019-02-17T14:53:00Z,2019-02-17T06:00:00Z,N 84 bet COLLEGE PARK RD and O,H&R,NA
B9-014223,2019-02-17T15:16:00Z,2019-02-17T06:00:00Z,SUPER SAVER GROCERY @2662 CORNHUSKER HWY,No report,NA
B9-014231,2019-02-17T00:19:00Z,2019-02-17T06:00:00Z,N 14 bet FLETCHER and HUMPHREY,H&R,NA
B9-014235,2019-02-17T16:07:00Z,2019-02-17T06:00:00Z,N 24 at SUPERIOR,H&R,NA
B9-014239,2019-02-17T00:00:00Z,2019-02-17T06:00:00Z,at UNKNOWN,H&R,NA
B9-014249,2019-02-17T17:20:00Z,2019-02-17T06:00:00Z,HOMESTEAD EXP bet ROSA PARKS WAY and W VAN DOR,NA,B9-014249
B9-014268,2019-02-17T19:41:00Z,2019-02-17T06:00:00Z,N 56 at R,INJURY,B9-014268
B9-014269,2019-02-17T19:43:00Z,2019-02-17T06:00:00Z,at 840 FALLBROOK,H&R,NA
B9-014271,2019-02-17T20:00:00Z,2019-02-17T06:00:00Z,PINE LAKE bet S 14 and S 16,NA,B9-014271
B9-014290,2019-02-17T22:09:00Z,2019-02-17T06:00:00Z,ROSA PARKS WAY / S 9TH ST ; JW INBOUND,NA,NA
B9-014312,2019-02-17T23:32:00Z,2019-02-17T06:00:00Z,COLL PARK APTS @120 COLLEGE PARK CIR,No report,NA
B9-014318,2019-02-18T00:08:00Z,2019-02-18T06:00:00Z,N 66 at VINE,INJURY,B9-014318
B9-014320,2019-02-18T00:00:00Z,2019-02-18T06:00:00Z,RANDOLPH bet CAPITOL AVE and S 21,H&R,NA
B9-014340,2019-02-18T03:00:00Z,2019-02-18T06:00:00Z,WEDGEWOOD bet GLENWOOD and LAKEWOOD,H&R,NA
B9-014347,2019-02-18T06:00:00Z,2019-02-18T06:00:00Z,HIGH bet S 46 and S 47,NA,NA
B9-014349,2019-02-18T06:00:00Z,2019-02-18T06:00:00Z,at 4305 O ST,H&R,B9-014349
B9-014366,2019-02-18T08:09:00Z,2019-02-18T06:00:00Z,SW 16 at W SOUTH,NA,B9-014366
B9-014377,2019-02-18T09:08:00Z,2019-02-18T06:00:00Z,SOUTH bet BRADFIELD and S 27,H&R,NA
B9-014389,2019-02-18T10:03:00Z,2019-02-18T06:00:00Z,W S bet NW 19 and NW 20,H&R,NA
B9-014396,2019-02-18T10:44:00Z,2019-02-18T06:00:00Z,S 84 at NEBR HWY,INJURY,B9-014396
B9-014401,2019-02-18T10:50:00Z,2019-02-18T06:00:00Z,N 61 at BALLARD,INJURY,B9-014401
B9-014403,2019-02-18T00:00:00Z,2019-02-18T06:00:00Z,N 57 bet AYLESWORTH and FRANCIS,H&R,NA
B9-014413,2019-02-18T11:20:00Z,2019-02-18T06:00:00Z,N 69 at AYLESWORTH,NA,NA
B9-014422,2019-02-18T12:00:00Z,2019-02-18T06:00:00Z,RUSSELL at CORNHUSKER,NA,B9-014422
B9-014436,2019-02-18T12:17:00Z,2019-02-18T06:00:00Z,DAVINCIS PIZZA @2650 SUPERIOR ST,No report,NA
B9-014442,2019-02-18T12:18:00Z,2019-02-18T06:00:00Z,5020 N 27 at HYVEE,H&R,B9-014442
B9-014467,2019-02-18T14:05:00Z,2019-02-18T06:00:00Z,HOMESTEAD EXP bet W VAN DORN and PIONEERS,NA,NA
B9-014472,2019-02-18T14:19:00Z,2019-02-18T06:00:00Z,VINE at N ANTELOPE VALL,NA,B9-014472
B9-014473,2019-02-18T01:30:00Z,2019-02-18T06:00:00Z,S 8 bet C and D,H&R,B9-014473
B9-014480,2019-02-18T14:37:00Z,2019-02-18T06:00:00Z,O bet 33 and 34,NA,B9-014480
B9-014486,2019-02-18T14:40:00Z,2019-02-18T06:00:00Z,N 27 at P,INJURY,B9-014486
B9-014493,2019-02-18T15:03:00Z,2019-02-18T06:00:00Z,S 56 bet S COTNER and VALLEY,NA,B9-014493
B9-014494,2019-02-18T15:05:00Z,2019-02-18T06:00:00Z,CORNHUSKER bet N 33 and N 35,NA,B9-014494
B9-014495,2019-02-18T00:00:00Z,2019-02-18T06:00:00Z,HARTLEY bet GROVELAND and N 20,H&R,NA
B9-014498,2019-02-18T11:00:00Z,2019-02-18T06:00:00Z,N 28 bet P and Q,NA,B9-014498
B9-014499,2019-02-18T15:27:00Z,2019-02-18T06:00:00Z,N 44 bet CORNHUSKER and GLADSTONE,NA,B9-014499
B9-014511,2019-02-18T16:18:00Z,2019-02-18T06:00:00Z,CORNHUSKER HWY / N 31ST STREET CIR ; JE,No report,NA
B9-014514,2019-02-18T16:25:00Z,2019-02-18T06:00:00Z,N 14 bet SALT CREEK RDWY and W,NA,B9-014514
B9-014519,2019-02-18T16:38:00Z,2019-02-18T06:00:00Z,O bet COTNER and LYNCREST,NA,NA
B9-014521,2019-02-18T16:44:00Z,2019-02-18T06:00:00Z,8900 ANDERMATT D at MENARDS,H&R,NA
B9-014535,2019-02-18T17:56:00Z,2019-02-18T06:00:00Z,FOLKWAYS BLVD / N 27TH ST,No report,NA
B9-014538,2019-02-18T17:00:00Z,2019-02-18T06:00:00Z,N 44 bet COLFAX and EDISON,H&R,NA
B9-014575,2019-02-18T21:14:00Z,2019-02-18T06:00:00Z,LINDEN ST / S 56TH ST ; S OF NB,No report,NA
B9-014586,2019-02-18T21:40:00Z,2019-02-18T06:00:00Z,X bet N 39 and N 40,H&R,NA
B9-014637,2019-02-19T00:00:00Z,2019-02-19T06:00:00Z,WILDCAT DR bet N 27 and HUSKER CR,H&R,NA
B9-014644,2019-02-19T02:40:00Z,2019-02-19T06:00:00Z,LAMONT bet PIER 2 and W INDUSTRIAL LAK,NA,B9-014644
B9-014659,2019-02-19T00:00:00Z,2019-02-19T06:00:00Z,S 25 bet C and D,H&R,NA
B9-014664,2019-02-19T00:00:00Z,2019-02-19T06:00:00Z,at 3048 N 70,H&R,NA
B9-014670,2019-02-19T07:50:00Z,2019-02-19T06:00:00Z,NW 48 at W GARY GATELY,INJURY,B9-014670
B9-014672,2019-02-19T07:52:00Z,2019-02-19T06:00:00Z,GRAINGER PKWY bet S 23 and S 24,NA,B9-014672
B9-014684,2019-02-19T07:45:00Z,2019-02-19T06:00:00Z,S 20 bet DAKOTA and PAWNEE,NA,NA
B9-014687,2019-02-19T07:40:00Z,2019-02-19T06:00:00Z,I 80 bet N 27 and CITY LIMITS WEST,NA,B9-014687
B9-014698,2019-02-19T08:15:00Z,2019-02-19T06:00:00Z,S 14 bet THUNDERBIRD and DENSMORE,NA,NA
B9-014704,2019-02-19T08:30:00Z,2019-02-19T06:00:00Z,I 180 bet CORNHUSKER and SUPERIOR,NA,NA
B9-014714,2019-02-19T09:22:00Z,2019-02-19T06:00:00Z,S 14 at E,NA,B9-014714
B9-014720,2019-02-19T09:50:00Z,2019-02-19T06:00:00Z,OLD CHENEY at VILLAGE BLVD,NA,B9-014720
B9-014723,2019-02-19T14:30:00Z,2019-02-19T06:00:00Z,bet CANOPY & PINNACL and P & Q,NA,NA
B9-014743,2019-02-19T00:00:00Z,2019-02-19T06:00:00Z,N 73 at LEXINGTON,H&R,NA
B9-014757,2019-02-19T11:35:00Z,2019-02-19T06:00:00Z,NW 48 at W SUPERIOR,NA,B9-014757
B9-014768,2019-02-19T12:09:00Z,2019-02-19T06:00:00Z,N 27 bet CLINTON and HOLDREGE,NA,B9-014768
B9-014793,2019-02-19T12:52:00Z,2019-02-19T06:00:00Z,S 45 at OLD CHENEY,NA,B9-014793
B9-014796,2019-02-19T13:08:00Z,2019-02-19T06:00:00Z,VINE at N COTNER,INJURY,B9-014796
B9-014803,2019-02-19T13:40:00Z,2019-02-19T06:00:00Z,N 84 at MARKET DR,NA,B9-014803
B9-014832,2019-02-19T15:38:00Z,2019-02-19T06:00:00Z,SUMNER at E MANOR,NA,NA
B9-014836,2019-02-19T00:00:00Z,2019-02-19T06:00:00Z,N 20 at PHILADELPHIA,NA,B9-014836
B9-014837,2019-02-19T15:50:00Z,2019-02-19T06:00:00Z,S 70 bet SHAMROCK and VAN DORN,NA,B9-014837
B9-014839,2019-02-19T15:55:00Z,2019-02-19T06:00:00Z,N 33 at VINE,NA,B9-014839
B9-014843,2019-02-19T00:00:00Z,2019-02-19T06:00:00Z,at UNKNOWN,H&R,NA
B9-014845,2019-02-19T00:00:00Z,2019-02-19T06:00:00Z,4300 CORNHUSKER at PARKING LOT,H&R,NA
B9-014854,2019-02-19T15:26:00Z,2019-02-19T06:00:00Z,HOLDREGE bet N 34 and N 35,NA,B9-014854
B9-014858,2019-02-19T16:40:00Z,2019-02-19T06:00:00Z,BALDWIN bet N 65 and N COTNER,NA,B9-014858
B9-014861,2019-02-19T16:40:00Z,2019-02-19T06:00:00Z,S 33 at A,NA,B9-014861
B9-014865,2019-02-19T16:59:00Z,2019-02-19T06:00:00Z,SUPERIOR bet N 48 and HAVELOCK,INJURY,B9-014865
B9-014866,2019-02-19T00:00:00Z,2019-02-19T06:00:00Z,BRIARPARK bet HALLCLIFFE RD and RENTWORTH DR,H&R,NA
B9-014884,2019-02-19T17:30:00Z,2019-02-19T06:00:00Z,HOLDREGE bet N 27 and N 28,NA,NA
B9-014887,2019-02-19T18:15:00Z,2019-02-19T06:00:00Z,CORNHUSKER bet N 23 and N 27,NA,NA
B9-014906,2019-02-19T19:06:00Z,2019-02-19T06:00:00Z,RANDOLPH at S COTNER,NA,NA
B9-014911,2019-02-19T19:37:00Z,2019-02-19T06:00:00Z,S 27 at SOUTH,NA,B9-014911
B9-014914,2019-02-19T19:54:00Z,2019-02-19T06:00:00Z,N 29 bet PEAR and VINE,H&R,B9-014914
B9-014930,2019-02-19T20:54:00Z,2019-02-19T06:00:00Z,SUPER SAVER GROCERY @2662 CORNHUSKER HWY,No report,NA
B9-014946,2019-02-19T22:20:00Z,2019-02-19T06:00:00Z,I 80 bet W CORNHUSKER and I 80,NA,NA
B9-014966,2019-02-19T23:58:00Z,2019-02-19T06:00:00Z,SAUNDERS AVE / N ANTELOPE VALLEY PKWY ; ON A,No report,NA
B9-014969,2019-02-20T00:15:00Z,2019-02-20T06:00:00Z,NW 13 at W FLETCHER,NA,B9-014969
